,uuid,1,-0.71051757,-1.1833204,-1.3724416,-1.5930829,-1.4670021,-1.3724416.1,-1.0887599,0.045966947,0.92853223,1.0861332,1.2752543,0.96005242,0.61333034,0.014446758,-0.6474772,-0.26923494,-0.20619456,0.61333034.1,1.3698149,1.4643754,1.054613,0.58181015,0.1720477,-0.26923494.1
0,bdd640fb-0667-4ad1-ac80-317fa3b1799d,1,-0.99300935,-1.4267865,-1.5798843,-1.6054006,-1.6309169,-1.3757538999999999,-1.0185256999999999,-0.35510183,0.71658276,1.2013924999999999,1.1248436000000002,1.0482947,0.79313166,0.46141977,0.48693607,0.56348497,0.61451757,0.30832197,0.25728936,1.0993273000000001,1.0482947,0.69106647,-0.048906237000000005,-0.38061813
1,23b8c1e9-3924-46de-aeb1-3b9046685257,2,1.3190669,0.56977448,0.19512825,-0.085856424,-0.17951799,-0.27317954,-0.085856424,-1.3971182,-1.1161336000000002,-0.74148733,0.0078051347,-0.085856424,0.0078051347,-0.46050266,-0.55416422,-0.74148733,-0.74148733,-0.74148733,-1.1161336000000002,-0.46050266,0.47611292,2.3493441,2.2556825000000003,1.6000516000000002
2,bd9c66b3-ad3c-4d6d-aa3d-1fa7bc8960a9,2,-0.81244429,-1.1575534,-1.4163852,-1.5314215,-1.5026624,-1.4163852,-1.6464578999999997,-0.46733521,0.6542693,1.0568965,1.3444874,1.200692,0.99937838,0.6542693,0.74054657,0.88434202,0.88434202,0.68302839,0.62551021,0.42419658,-0.0071897655000000005,-0.035948855,0.10784660000000001,-0.26602157
3,972a8469-1641-4f82-ab9d-2434e465e150,1,-0.97284033,-1.3905178,-1.5367049,-1.6202404,-1.6202404,-1.4531694,-0.9937242000000001,0.050469368,0.63521776,1.0320113000000002,0.80228873,0.8231726,0.65610163,0.3846113,0.32195969,0.48903066,0.61433389,1.3035016000000001,1.24085,1.0737791,0.55168227,0.42637904,-0.17925321,-0.63869838
4,17fc695a-07a0-4a6e-a822-e8f36c031199,1,0.36742384,-0.27780827,-0.76173234,-0.86927102,-1.1381178,-1.0843483999999999,-1.1381178,-0.60042432,-1.0843483999999999,-0.27780827,0.36742384,0.47496251,0.52873185,0.098577125,-0.27780827,-0.38534696,-0.60042432,-0.54665497,-0.49288564,0.36742384,2.3031202,2.0880428,1.7654268,1.173964
5,9a1de644-815e-46d1-ab8f-aa1837f8a88b,2,0.08721280199999999,-0.5764553000000001,-1.0869692,-1.3932776000000002,-1.3932776000000002,-1.2911748,-1.7506373,-0.72960947,0.34246976,1.7208573,1.8229601000000002,1.7719087,1.159292,0.80193229,0.18931559,-0.014889982,-0.065941374,-0.065941374,-0.014889982,0.08721280199999999,-0.32119833,-0.21909555,0.7508809000000001,0.18931559
6,b74d0fb1-32e7-4629-afad-c1a606cb0fb3,1,-1.0990687,-1.375564,-1.5230281,-1.5598942,-1.5967601999999999,-1.430863,-1.1359347,-0.23271685,0.652068,0.94699629,1.0022954,0.91013026,0.79953215,0.43087179,0.55990291,0.63363499,0.83639818,0.78109913,1.2050586,0.98386233,0.59676895,0.30184066,-0.12211874,-0.56451118
7,6b65a6a4-8b81-48f6-a38a-088ca65ed389,1,-1.1498699,-1.5492458999999998,-1.4893395,-1.5692146999999999,-1.5692146999999999,-1.4494018999999998,-1.0899635,0.08819552300000001,0.34778990000000004,1.0666666,1.1066042,1.0466978,0.64732186,0.50754028,0.60738427,0.62735306,0.68725946,0.72719705,1.0666666,0.96682264,0.58741547,0.36775869,-0.071554863,-0.51086841
8,47378190-96da-4dac-a2ff-5d2a386ecbe0,2,-0.75623962,-1.1883766000000002,-1.3154757,-1.4425748,-1.4425748,-1.2900559,-1.5442541,-0.88333872,0.41307207,1.2010865,1.2773459999999999,1.2519261000000002,0.99772791,0.845209,0.89604864,0.97230809,1.0231478,0.7181099,0.31139279,0.48933153,-0.14616395,-0.19700358,0.057194601,-0.24784322
9,c241330b-01a9-471f-ae8a-774bcf36d58b,2,-0.50951707,-1.2395714,-1.2395714,-1.6045985,-1.6045985,-1.1483146,-0.78328746,-1.2395714,-0.14448992,0.95059156,1.3156187,1.4981323,1.2243619,0.85933478,0.49430761,0.76807799,0.49430761,0.49430761,0.12928045,-0.32700349,-0.69203065,1.0418483,0.85933478,0.40305082
10,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,1,-1.0048172,-1.3816236000000002,-1.5574667,-1.6077075,-1.6579484,-1.4318645,-1.0801785,0.22608387,0.9294559000000001,1.1806602,1.1052989,0.87921505,0.72849247,0.52752903,0.55264946,0.65313118,0.57776989,0.27632473,0.22608387,1.2057806,0.77873333,0.52752903,0.025120436,-0.67825161
11,371ecd7b-27cd-4130-a722-9389571aa876,1,-0.97486577,-1.2824483,-1.5490198,-1.6105364,-1.6310419,-1.4875033000000002,-1.0158768,-0.13414016,0.68607994,1.0346735,1.014168,0.89113497,0.52203592,0.44001391,0.39900291,0.41950841,0.54254143,1.301245,1.219223,0.91164047,0.58355243,0.52203592,-0.19565667,-0.60576673
12,1a2a73ed-562b-4f79-a374-59eef50bea63,2,-0.8749153000000001,-1.2653157,-1.4884017,-1.6836019,-1.6836019,-1.5162874,-1.2653157,-0.31720038,0.51937202,1.1328584,1.1886299,1.1886299,0.88188674,0.57514352,0.60302927,0.63091502,0.88188674,0.49148628,0.26840031,0.35205754,0.88188674,0.63091502,0.15685732,-0.28931464
13,5be6128e-18c2-4797-a142-ea7d17be3111,1,-0.96432326,-1.4332951,-1.5270895,-1.6208837999999999,-1.6677810000000002,-1.4332951,-0.96432326,-0.23741698,0.65362945,1.1460499,1.1460499,1.0053583000000001,0.7708724,0.37224636,0.37224636,0.55983509,0.5363865,0.39569495,0.46604073,1.4039844,0.88811534,0.55983509,0.067414695,-0.49535147
14,43b7a3a6-9a8d-4a03-a80d-7b71d8f56413,2,0.83967029,-0.36945493,-0.42703232,-0.83007406,-0.94522885,-0.88765145,-1.8088897000000002,-1.5210028,-1.117961,-0.42703232,0.37905116,0.66693812,0.83967029,0.14874160000000003,-0.081567973,-0.31187754,-0.5421871,-0.25430015,-0.023990582000000003,0.37905116,0.95482508,2.1639502999999998,1.7033311999999998,1.4730216
15,759cde66-bacf-43d0-ab1f-9163ce9ff57f,1,-0.5855154,-0.81972157,-1.1877598,-1.455424,-1.7900042,-1.388508,-1.0539277,-0.41822529,-0.45168331,0.11710308,0.51859936,0.65243145,0.55205738,0.21747715,-0.11710308,-0.48514133,0.016729013,1.1543018,1.421966,1.6227141,1.52234,1.3215919,0.68588947,-0.050187035
